EXO 1:1	Iată numele fiilor lui Israel care au venit în Egipt cu Iacov, fiecare cu familia lui:
EXO 8:13	The DOMNUL did according to the word of Moise, and the frogs died out of the houses, out of the courts, and out of the fields. (text revizuit în limba română cu diacritice)
EXO 8:14	They gathered them together in heaps, and the țară stank.
EXO 8:15	But when Faraon saw that there was a respite, he hardened his heart, and didn’t listen to them, as the DOMNUL had spoken. (text revizuit în limba română cu diacritice)
EXO 8:16	The DOMNUL i-a zis lui Moise, Tell Aaron, ‘Stretch out your rod, and strike the dust of the earth, that it may become lice throughout all the țară of Egipt.’
EXO 8:17	They did so; and Aaron stretched out his mână with his rod, and struck the dust of the earth, and there were lice on man, and on animal; all the dust of the earth became lice throughout all the țară of Egipt.
EXO 8:18	The magicians tried with their enchantments to produce lice, but they couldn’t. There were lice on man, and on animal. (text revizuit în limba română cu diacritice)
EXO 8:19	Then the magicians i-a zis lui Faraon, This is Dumnezeu’s finger; but Faraon’s heart was hardened, and he didn’t listen to them, as the DOMNUL had spoken. (text revizuit în limba română cu diacritice)
EXO 8:20	The DOMNUL i-a zis lui Moise, Rise up early in the morning, and stand before Faraon; behold, he comes out to the water; and tell him, ‘This is what the DOMNUL says, Let poporul Meu să plece, that they may serve me.
EXO 8:21	Else, if you will not let poporul Meu să plece, behold, I will send swarms of flies on you, and on your servants, and on your people, and into your houses. The houses of the Egiptians shall be full of swarms of flies, and also the ground they are on.
EXO 8:22	I will set apart in that day the țară of Goshen, in which poporul Meu dwell, that no swarms of flies shall be there, to the end you may know that Eu sunt the DOMNUL on the earth.
EXO 8:23	I will put a division between poporul Meu and your people. This sign shall happen by tomorrow. ’  (text revizuit în limba română cu diacritice)
EXO 8:24	The DOMNUL did so; and there came grievous swarms of flies into the house of Faraon, and into his servants’ houses. In all the țară of Egipt the țară was corrupted by reason of the swarms of flies.
EXO 8:25	Faraon called for Moise and for Aaron, and a zis, Go, sacrifice to your Dumnezeu in the țară!
EXO 8:26	Moise a zis, It isn’t appropriate to do so; for we shall sacrifice the abomination of the Egiptians to the DOMNUL our Dumnezeu. Behold, if we sacrifice the abomination of the Egiptians before their eyes, won’t they stone us? (text revizuit în limba română cu diacritice)
EXO 8:27	We will să plece three days’ journey into the wilderness, and sacrifice to the DOMNUL our Dumnezeu, as he shall command us.
EXO 8:28	Faraon a zis, I will let you să plece, that you may sacrifice to the DOMNUL your Dumnezeu in the wilderness, only you shall not să plece very far away. Pray for me.
EXO 8:29	Moise a zis, Behold, Eu sunt să pleceing out from you. I will pray to the DOMNUL that the swarms of flies may depart from Faraon, from his servants, and from his people, tomorrow; only don’t let Faraon deal deceitfully any more in not letting the people să plece to sacrifice to the DOMNUL.
EXO 8:30	Moise went out from Faraon, and prayed to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 8:31	The DOMNUL did according to the word of Moise, and he removed the swarms of flies from Faraon, from his servants, and from his people. There remained not one. (text revizuit în limba română cu diacritice)
EXO 8:32	Faraon hardened his heart this time also, and he didn’t let the people să plece.
EXO 9:1	Then the DOMNUL i-a zis lui Moise, Go in to Faraon, and tell him, ‘This is what the DOMNUL, the Dumnezeu of the Hebrews, says: Let poporul Meu să plece, that they may serve me.
EXO 9:2	For if you refuse to let them să plece, and hold them still,
EXO 9:3	behold, the DOMNUL’s mână is on your livestock which are in the field, on the horses, on the donkeys, on the camels, on the herds, and on the flocks with a very grievous pestilence.
EXO 9:4	The DOMNUL will make a distinction between the livestock of Israel and the livestock of Egipt; and nothing shall die of all that belongs to the children of Israel. ’  (text revizuit în limba română cu diacritice)
EXO 9:5	The DOMNUL appointed a set time, saying, Tomorrow the DOMNUL shall do this thing in the țară.
EXO 9:6	The DOMNUL did that thing on the next day; and all the livestock of Egipt died, but of the livestock of the children of Israel, not one died. (text revizuit în limba română cu diacritice)
EXO 9:7	Faraon sent, and, behold, there was not so much as one of the livestock of the Israelites dead. But the heart of Faraon was stubborn, and he didn’t let the people să plece.
EXO 9:8	The DOMNUL i-a zis lui Moise and to Aaron, Take mânăfuls of ashes of the furnace, and let Moise sprinkle it toward the sky in the sight of Faraon.
EXO 9:9	It shall become small dust over all the țară of Egipt, and shall be boils and blisters breaking out on man and on animal, throughout all the țară of Egipt.
EXO 9:10	They took ashes of the furnace, and stood before Faraon; and Moise sprinkled it up toward the sky; and it became boils and blisters breaking out on man and on animal. (text revizuit în limba română cu diacritice)
EXO 9:11	The magicians couldn’t stand before Moise because of the boils; for the boils were on the magicians and on all the Egiptians. (text revizuit în limba română cu diacritice)
EXO 9:12	The DOMNUL hardened the heart of Faraon, and he didn’t listen to them, as the DOMNUL had spoken to Moise. (text revizuit în limba română cu diacritice)
EXO 9:13	The DOMNUL i-a zis lui Moise, Rise up early in the morning, and stand before Faraon, and tell him, ‘This is what the DOMNUL, the Dumnezeu of the Hebrews, says: Let poporul Meu să plece, that they may serve me.
EXO 9:14	For this time I will send all my plagues against your heart, against your officials, and against your people; that you may know that there is no one like me in all the earth. (text revizuit în limba română cu diacritice)
EXO 9:15	For now I would have stretched out my mână, and struck you and your people with pestilence, and you would have been cut off from the earth;
EXO 9:16	but indeed for this cause I have made you stand: to show you my power, and that my name may be declared throughout all the earth, (text revizuit în limba română cu diacritice)
EXO 9:17	because you still exalt yourself against poporul Meu, that you won’t let them să plece.
EXO 9:18	Behold, tomorrow about this time I will cause it to rain a very grievous hail, such as has not been in Egipt since the day it was founded even until now. (text revizuit în limba română cu diacritice)
EXO 9:19	Now therefore command that all of your livestock and all that you have in the field be brought into shelter. The hail will come down on every man and animal that is found in the field, and isn’t brought home, and they will die. ’  (text revizuit în limba română cu diacritice)
EXO 9:20	Those who feared the DOMNUL’s word among the servants of Faraon made their servants and their livestock flee into the houses. (text revizuit în limba română cu diacritice)
EXO 9:21	Whoever didn’t respect the DOMNUL’s word left his servants and his livestock in the field. (text revizuit în limba română cu diacritice)
EXO 9:22	The DOMNUL i-a zis lui Moise, Stretch out your mână toward the sky, that there may be hail in all the țară of Egipt, on man, and on animal, and on every herb of the field, throughout the țară of Egipt.
EXO 9:23	Moise stretched out his rod toward the heavens, and the DOMNUL sent thunder and hail; and lightning flashed down to the earth. The DOMNUL rained hail on the țară of Egipt.
EXO 9:24	So there was very severe hail, and lightning mixed with the hail, such as had not been in all the țară of Egipt since it became a nation.
EXO 9:25	The hail struck throughout all the țară of Egipt all that was in the field, both man and animal; and the hail struck every herb of the field, and broke every tree of the field.
EXO 9:26	Only in the țară of Goshen, where the children of Israel were, there was no hail.
EXO 9:27	Faraon sent and called for Moise and Aaron, and i-a zis lui them, I have sinned this time. The DOMNUL is righteous, and I and poporul Meu are wicked. (text revizuit în limba română cu diacritice)
EXO 9:28	Pray to the DOMNUL; for there has been enough of mighty thunderings and hail. I will let you să plece, and you shall stay no longer.
EXO 9:29	Moise i-a zis lui him, As soon as I have să plecene out of the city, I will spread out my mânăs to the DOMNUL. The thunders shall cease, and there will not be any more hail; that you may know that the earth is the DOMNUL’s.
EXO 9:30	But as for you and your servants, I know that you don’t yet fear the DOMNUL Dumnezeu. (text revizuit în limba română cu diacritice)
EXO 9:31	The flax and the barley were struck, for the barley had ripened and the flax was blooming. (text revizuit în limba română cu diacritice)
EXO 9:32	But the wheat and the spelt were not struck, for they had not grown up. (text revizuit în limba română cu diacritice)
EXO 9:33	Moise went out of the city from Faraon, and spread out his mânăs to the DOMNUL; and the thunders and hail ceased, and the rain was not poured on the earth.
EXO 9:34	When Faraon saw that the rain and the hail and the thunders had ceased, he sinned yet more, and hardened his heart, he and his servants. (text revizuit în limba română cu diacritice)
EXO 9:35	The heart of Faraon was hardened, and he didn’t let the children of Israel să plece, just as the DOMNUL had spoken through Moise.
EXO 10:1	The DOMNUL i-a zis lui Moise, Go in to Faraon, for I have hardened his heart and the heart of his servants, that I may show these my signs among them; (text revizuit în limba română cu diacritice)
EXO 10:2	and that you may tell in the hearing of your son, and of your son’s son, what things I have done to Egipt, and my signs which I have done among them; that you may know that Eu sunt the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 10:3	Moise and Aaron went in to Faraon, and i-a zis lui him, This is what the DOMNUL, the Dumnezeu of the Hebrews, says: ‘How long will you refuse to humble yourself before me? Let poporul Meu să plece, that they may serve me.
EXO 10:4	Or else, if you refuse to let poporul Meu să plece, behold, tomorrow I will bring locusts into your country,
EXO 10:5	and they shall cover the surface of the earth, so that one won’t be able to see the earth. They shall eat the residue of that which has escaped, which remains to you from the hail, and shall eat every tree which grows for you out of the field. (text revizuit în limba română cu diacritice)
EXO 10:6	Your houses shall be filled, and the houses of all your servants, and the houses of all the Egiptians, as neither your fathers nor your fathers’ fathers have seen, since the day that they were on the earth to this day.’  He turned, and went out from Faraon. (text revizuit în limba română cu diacritice)
EXO 10:7	Faraon’s servants i-a zis lui him, How long will this man be a snare to us? Let the men să plece, that they may serve the DOMNUL, their Dumnezeu. Don’t you yet know that Egipt is destroyed?
EXO 10:8	Moise and Aaron were brought again to Faraon, and he i-a zis lui them, Go, serve the DOMNUL your Dumnezeu; but who are those who will să plece?
EXO 10:9	Moise a zis, We will să plece with our young and with our old. We will să plece with our sons and with our daughters, with our flocks and with our herds; for we must hold a feast to the DOMNUL.
EXO 10:10	He i-a zis lui them, The DOMNUL be with you if I let you să plece with your little ones! See, evil is clearly before your faces.
EXO 10:11	Not so! Go now you who are men, and serve the DOMNUL; for that is what you desire! Then they were driven out from Faraon’s presence. (text revizuit în limba română cu diacritice)
EXO 10:12	The DOMNUL i-a zis lui Moise, Stretch out your mână over the țară of Egipt for the locusts, that they may come up on the țară of Egipt, and eat every herb of the țară, even all that the hail has left.
EXO 10:13	Moise stretched out his rod over the țară of Egipt, and the DOMNUL brought an east wind on the țară all that day, and all night; and when it was morning, the east wind brought the locusts.
EXO 10:14	The locusts went up over all the țară of Egipt, and rested in all the borders of Egipt. They were very grievous. Before them there were no such locusts as they, nor will there ever be again.
EXO 10:15	For they covered the surface of the whole earth, so that the țară was darkened, and they ate every herb of the țară, and all the fruit of the trees which the hail had left. There remained nothing green, either tree or herb of the field, through all the țară of Egipt.
EXO 10:16	Then Faraon called for Moise and Aaron in haste, and he a zis, I have sinned against the DOMNUL your Dumnezeu, and against you. (text revizuit în limba română cu diacritice)
EXO 10:17	Now therefore please forgive my sin again, and pray to the DOMNUL your Dumnezeu, that he may also take away from me this death. (text revizuit în limba română cu diacritice)
EXO 10:18	Moise went out from Faraon, and prayed to the DOMNUL. (text revizuit în limba română cu diacritice)
EXO 10:19	The DOMNUL sent an exceedingly strong west wind, which took up the locusts, and drove them into the Red Sea. There remained not one locust in all the borders of Egipt. (text revizuit în limba română cu diacritice)
EXO 10:20	But the DOMNUL hardened Faraon’s heart, and he didn’t let the children of Israel să plece.
EXO 10:21	The DOMNUL i-a zis lui Moise, Stretch out your mână toward the sky, that there may be darkness over the țară of Egipt, even darkness which may be felt.
EXO 10:22	Moise stretched out his mână toward the sky, and there was a thick darkness in all the țară of Egipt for three days.
EXO 10:23	They didn’t see one another, and nobody rose from his place for three days; but all the children of Israel had light in their dwellings. (text revizuit în limba română cu diacritice)
EXO 10:24	Faraon called to Moise, and a zis, Go, serve the DOMNUL. Only let your flocks and your herds stay behind. Let your little ones also să plece with you.
EXO 10:25	Moise a zis, You must also give into our mână sacrifices and burnt offerings, that we may sacrifice to the DOMNUL our Dumnezeu.
EXO 10:26	Our livestock also shall să plece with us. Not a hoof shall be left behind, for of it we must take to serve the DOMNUL our Dumnezeu; and we don’t know with what we must serve the DOMNUL, until we come there.
